,wlobscd,agcnm,obsnm,addr,etcaddr,lon,lat,gdt,attwl,wrnwl,almwl,srswl,pfh,fstnyn,links
376,2004695,환경부,예천군(산양교),경상북도 예천군,용궁면 읍부리 508 (산양교),128-15-39,36-36-41 ,67.99,2.16,2.6,3.1,3.62,3.62,N,[]
377,2005640,환경부,문경시(갈마교),경상북도 문경시,가은읍 갈전리 1014-1 (갈마교),128-05-11,36-38-20 ,126.77,3.5,4.6,5.2,5.35, ,N,[]
378,2005650,환경부,문경시(불정동),경상북도 문경시,불정동 410,128-08-55,36-38-45 ,88.14,4.2,5.3,6.2,7.95, ,N,[]
379,2005660,환경부,문경시(김용리),경상북도 문경시,영순면 김용리 262-4,128-13-00,36-35-22 ,62.96,2.9,4,4.5,4.62,4.62,Y,[]
380,2005670,한국수자원공사,상주시(상우교),경상북도 상주시,와서면 우산리 상우교,128-03-53,36-28-12 ,124.046, , , , , ,N,[]
381,2005680,환경부,상주시(이안교),경상북도 상주시,이안면 이안리 493-1 (이안교),128-09-32,36-32-38 ,62.96,2.8,3.5,4.3,5.05,5.09,N,[]
382,2006603,한국농어촌공사,오태,경상북도 상주시 공검면,오태리 127-01,128-07-47,36-29-37 , , , , , , ,N,[]
383,2006625,환경부,상주시(병성교),경상북도 상주시,병성동 805 (병성교),128-13-17,36-26-08 ,39.309,4.2,5.7,7.2,8.68, ,N,[]
384,2006630,환경부,상주시(소천2교),경상북도 상주시,가장동 637-1 (소천2교),128-08-52,36-22-31 ,56.47,2.2,3.3,4,4.66,4.66,N,[]
385,2006660,환경부,계산,경상북도 상주시,후천교,128-09-40,36-25-30 ,52.229, , , , , ,N,[]
386,2006665,환경부,상주시(후천교),경상북도 상주시,계산동 523 (후천교),128-09-31,36-25-41 ,52.328,2.95,3.3,3.7,4.62,4.63,N,[]
387,2006675,환경부,상주시(화계교),경상북도 상주시,복룡동 487 (화계교),128-11-16,36-25-13 ,46.93,2.4,3.3,4.2,5.07, ,N,[]
388,2007620,환경부,문경시(말응리),경상북도 문경시,영순면 말응리 산93,128-15-41,36-32-33 ,46.407,4.3,6.1,7.8,9.57, ,N,[]
389,2007640,환경부,문경시(이목리),경상북도 문경시,영순면 이목리 산80,128-17-46,36-33-20 ,46.677,5.9,6.4,8.4,10.5,10.46,N,[]
390,2007645,기타,달지2,경상북도 문경군,영순면    달지리,128-18-00,36-33-00 ,0, , , , ,0,N,[]
391,2007660,환경부,예천군(상풍교),경상북도 예천군,풍양면 효갈리1083-1 (상풍교),128-16-07,36-29-55 ,45.78,1.72,4,5.5,6.97,6.56,Y,[]
392,2007680,환경부,상주시(상주보상),경상북도 상주시,중동면 오상리 산91(죽암양수장),128-15-05,36-25-55 ,0,47.5,48.6,49.1,49.64,49.64,N,[]
393,2007682,환경부,상주시(상주보하),경상북도 상주시,도남동 810-1,128-14-33,36-26-05 ,0,43.1,44.7,46.3,47.86,47.86,N,[]
394,2007686,환경부,상주시(강창교),경상북도 상주시 낙동면,신상리 364-13(강창교),128-14-40,36-24-35 ,35.05,5.45,8.5,10.1,11.71,11.71,N,[]
395,2008603,한국수자원공사,군위군(군위댐),경상북도 군위군,삼국유사면 삼국유사로418,128-47-39,36-07-14 ,0, , , , , ,N,[]
396,2008605,한국수자원공사,군위군(동곡교),경상북도 군위군,삼국유사면 양지리 동곡교,128-49-19,36-09-40 ,204.07, , , , ,207.2,N,[]
397,2008610,환경부,동곡,경상북도 군위군,고로면 양지리 동곡교,128-35-18,36-09-32 ,203.169, , , , ,0,N,[]
398,2008620,환경부,고로,경상북도 군위군,고로면 화수리 고로교,128-45-22,36-07-25 ,143.142, , , , ,0,N,[]
399,2008621,한국수자원공사,군위군(화수교),경상북도 군위군,삼국유사면 화수리 화수교,128-45-15,36-07-34 ,143.14, , , , ,143.36,N,[]
400,2008628,환경부,의성군(구미교),경상북도 의성군 봉양면,구미리 475-2 (구미교),128-36-01,36-18-21 ,55.01,4,5.1,6.2,7.32,7.32,N,[]
401,2008629,한국농어촌공사,가음,경상북도 의성군 가음면,양지리 173-2,128-44-25,36-13-58 , , , , , , ,N,[]
402,2008630,환경부,군위군(미성교),경상북도 군위군,우보면 이화리 575-9 (미성교),128-40-20,36-10-54 ,102.3,2.4,2.9,3.4,3.81,3.81,N,[]
403,2008631,환경부,의성군(덕은교),경상북도 의성군,봉양면 구산리 1645-220 (덕은교),128-36-34,36-17-24 ,58.17,4.2,4.7,5.3,5.79,5.79,N,[]
404,2008632,환경부,의성군(비안교),경상북도 의성군,비안면 서부리 773 (비안교),128-29-18,36-20-06 ,44.81,3.58,6,7.5,8.99,8.99,N,[]
405,2008633,환경부,의성군(장송교),경상북도 의성군 비안면,장춘리 111-1(장송교),128-31-15,36-19-40 ,45.25,4.8,6.5,8,9.72,54.92,Y,[]
406,2008635,환경부,군위군(병수리),경상북도 군위군,효령면 병수리 703,128-35-08,36-10-37 ,85.03,2.9,3.5,4.4,5.21,5.22,N,[]
407,2008645,환경부,군위군(효령교),경상북도 군위군,효령면 중구리 725-1 (효령교),128-35-03,36-09-19 ,93.49,2.2,2.5,3.2,3.84,3.84,N,[]
408,2008650,환경부,군위군(무성리),경상북도 군위군,군위읍 무성리 821-2,128-33-51,36-11-38 ,80.26,4.2,5,6,6.12,6.12,Y,[]
409,2008660,기타,강창1,경상북도 구미시,선산면    강창리    원동,128-20-40,36-13-50 ,30.279, , , , ,0,N,[]
410,2008665,환경부,의성군(동부교),경상북도 의성군 비안면,장춘리 965-1(동부교),128-30-02,36-19-26 ,48.29,4.6,5.8,7.1,8.28,8.28,N,[]
411,2008690,환경부,의성군(위중리),경상북도 의성군,단밀면 위중리 681-1,128-23-49,36-21-35 ,38.9,5.1,6.6,8.2,9.79,9.79,N,[]
412,2009618,환경부,의성군(낙단보상),경상북도 의성군,단밀면 생송리 1441,128-18-47,36-21-26 ,0,40.5,42.2,43,43.73,43.73,N,[]
413,2009620,환경부,의성군(낙단교),경상북도 의성군,단밀면 낙정리 806 (낙단교),128-18-04,36-21-27 ,27.14,8.3,9,10.5,14,12.67,Y,[]
414,2009670,환경부,구미시(일선교),경상북도 구미시,도개면 신림리 775 (일선교),128-20-34,36-16-23 ,30.788,2.21,3.6,4.6,5.56,0,N,[]
415,2009680,환경부,구미시(구미보상),경상북도 구미시,선산읍 독동리 산98,128-20-23,36-14-18 ,0,33,34.3,34.9,35.55,35.55,N,[]
416,2009682,환경부,구미시(구미보하),경상북도 구미시,해평면 낙산리 1095-34,128-20-40,36-14-01 ,0,29.1,30.9,32.7,34.4,34.4,N,[]
417,2010620,한국수자원공사,김천시(지좌리),경상북도 김천시,부항면 지좌리 470-2,127-58-06,35-58-55 ,197.2, , , , , ,N,[]
418,2010623,한국수자원공사,김천시(도곡리),경상북도 김천시,지례면 도곡리 530-1,128-00-51,35-58-39 ,139.46, , , , , ,N,[]
419,2010625,한국수자원공사,김천시(김천부항댐),경상북도 김천시,부항면 신옥리 10-1,128-00-15,35-58-58 ,162, , , , , ,N,[]
420,2010630,한국수자원공사,김천시(교리),경상북도 김천시,지례면 교리 504-47,128-02-00,36-00-52 ,126.57, , , , , ,N,[]
421,2010635,환경부,김천시(지품교),경상북도 김천시,구성면 상원리 234-21 (지품교),128-02-23,36-01-34 ,106.54,3.3,4,4.7,5.44,5.44,N,[]
422,2010650,환경부,김천시(김천교),경상북도 김천시,지좌동 1046-1 (김천교),128-07-50,36-07-09 ,58.909,2.76,4.5,5,5.45,5.45,Y,[]
423,2010660,환경부,김천시(대동교),경상북도 김천시,개령면 서부리 669-1 (대동교),128-11-35,36-09-49 ,47.967,3,4,5.1,6.16,6.17,N,[]
424,2010687,한국농어촌공사,옥성,경상북도 구미시 옥성면,대원리 산69,128-14-59,36-16-16 , , , , , , ,N,[]
425,2010690,환경부,구미시(선주교),경상북도 구미시,선산읍 화조리 581-6 (선주교),128-18-32,36-13-40 ,31.425,2.8,3.9,5,6.1,6.13,N,[]
426,2011625,환경부,구미시(양포교),경상북도 구미시 구포동,1075(양포교),128-25-43,36-08-08 ,26.957,3.9,4.9,6,6.99, ,N,[]
427,2011640,환경부,구미시(구미대교),경상북도 구미시,임수동 550-1 (구미대교),128-23-48,36-06-39 ,23.83,2.17,4.6,5.6,6.62,8.07,N,[]
428,2011648,환경부,칠곡군(칠곡보상),경상북도 칠곡군,양목면 관호리 1번지,128-23-45,36-01-02 ,0,26,27.2,27.8,28.39,28.39,N,[]
429,2011649,환경부,칠곡군(칠곡보하),경상북도 칠곡군,약목면 관호2리 37번지,128-23-42,36-00-50 ,0,21.9,23.6,25.4,27.13,27.13,N,[]
430,2011650,환경부,칠곡군(호국의다리),경상북도 칠곡군,왜관읍 석전리 872  (호국의다리),128-23-40,36-00-01 ,13.12,6.88,10,11.5,15,13.47,Y,[]
431,2011660,환경부,성주군(성주대교),경상북도 성주군,선남면 선원리 5-3 (성주대교),128-23-25,35-52-51 ,15.272,4.73,7.5,8.7,9.96,0,N,[]
432,2011665,환경부,성주군(도성교),경상북도 성주군,선남면 도성리 651-5 (도성교),128-21-57,35-52-45 ,18.445,4.2,5.2,6.3,7.3, ,N,[]
433,2011696,환경부,대구시(강정고령보하),대구광역시 달성군,다사읍 죽곡리 705번지,128-27-55,35-50-21 ,0,17.6,19.6,21.6,23.6,23.6,N,[]
434,2011697,한국수자원공사,강정보(임),대구광역시 달성군,강정본길 222번지,128-27-43,35-50-26 , , , , , , ,N,[]
435,2012602,한국수자원공사,고현,경상북도 영천시,화북면 하송리 무명교,128-55-40,36-08-57 ,234.445, , , , , ,N,[]
436,2012605,한국수자원공사,포항시(논골교),경상북도 포항시 북구 죽장면 지동리 논골교, ,129-04-48,36-08-01 ,181.91, , , , , ,N,[]
437,2012607,한국수자원공사,영천시(굼이교),경상북도 영천시 화북면,하송리 595 굼이교,128-55-22,36-08-58 ,240.1, , , , , ,N,[]
438,2012610,한국수자원공사,영천시(보현산댐),경상북도 영천시 화북면,입석리 산2-1,128-56-58,36-07-33 ,0, , , , , ,N,[]
439,2012612,한국수자원공사,영천시(자천교),경상북도 영천시 화북면,자천리 2459,128-55-08,36-06-27 ,150.45, , , , , ,N,[]
440,2012615,한국수자원공사,영천시(영천댐),경상북도 영천시 자양면 성곡동 113-2, ,129-02-03,36-04-39 , , , , , , ,N,[]
441,2012625,환경부,영천시(단포교),경상북도 영천시,고경면 단포리 407-144 (단포교),128-58-06,35-58-43 ,77.9,2.2,2.8,3.5,4.09,4.09,N,[]
442,2012628,환경부,영천시(영동교),경상북도 영천시,완산동 1269-1 (영동교),128-56-19,35-58-08 ,67.45,3.2,4.2,5.1,6.08,6.08,N,[]
443,2012632,환경부,영천시(영양교),경상북도 영천시,쌍계동 504-1 (영양교),128-55-03,35-57-42 ,66.987,1.9,2.9,3.7,4.53, ,N,[]
444,2012640,환경부,영천시(금창교),경상북도 영천시,금호읍 교대리 661 (금창교),128-52-32,35-55-50 ,52.58,2.1,4,5,6.08,6.08,Y,[]
445,2012645,환경부,봉화군(풍호리),경상북도 봉화군,명호면 풍호리 산174,128-53-20,36-50-46 ,190.553,5,8.4,10.5,12.68, ,N,[]
446,2012648,환경부,경산시(압량교),경상북도 경산시,압량면 부적리 698 (압량교),128-45-59,35-51-08 ,38.69,2,2.9,3.8,4.71,4.71,N,[]
447,2012650,환경부,경산시(환상리),경상북도 경산시,하양읍 환상리 768-1 (금호3교 하류),128-46-45,35-52-41 ,39.21,1.8,4,5,6.14,6.14,N,[]
448,2012652,환경부,대구시(성동교),대구광역시 수성구,성동 566-1 (성동교),128-43-25,35-51-07 ,35.209,1.8,3.3,4.1,5.04,5.01,N,[]
449,2012653,환경부,대구시(안심교),대구광역시 동구,동호동 340-1 (안심교),128-42-52,35-51-42 ,32.87,1,4,5,6.11,6.11,N,[]
450,2012660,환경부,대구시(신암동),대구광역시 동구,불로동 1107-1 (보성2차APT앞),128-38-04,35-53-30 ,24.93,3.25,5.5,7.5,8.85,8.47,Y,[]
451,2012665,환경부,대구시(동화교),대구광역시 북구,서변동 1630-1 (동화교),128-36-01,35-54-59 ,23.774,2,3.8,4.8,5.87, ,N,[]
452,2012666,환경부,대구시(노곡교),대구광역시 북구 노곡동,883-2(노곡교),128-33-53,35-54-07 ,17.28,5.1,7,8.8,10.69,27.97,N,[]
453,2012670,환경부,대구시(산격대교),대구광역시 북구,서변동 1630-1 (산격대교),128-35-54,35-54-34 ,21.11,3.9,5.9,7.2,8.55,8.49,N,[]
454,2012675,기타,신천3,경상남도 달성군,가창면    구룡동,128-36-20,35-47-20 ,124.6, , , , ,0,N,[]
455,2012680,기타,신천1,경상남도 달성군,가창면    오동,128-37-00,35-48-00 ,0, , , , ,0,N,[]
456,2012681,기타,신천2,경상남도 달성군,가창면    오동,128-37-00,35-48-00 ,0, , , , ,0,N,[]
457,2012690,환경부,대구시(성북교),대구광역시 북구,산격동 1519-1 (성북교),128-35-35,35-53-35 ,24.73,2.9,3,4,4.93,4.93,N,[]
458,2012695,환경부,대구시(강창교),대구광역시 달서구,파호동 460 (강창교),128-28-18,35-51-12 ,12.73,5.5,7.6,9.8,11.88,11.97,N,[]
459,2012696,환경부,대구시(매곡리),대구광역시 달성군,다사읍 매곡리 1171 (강정취수장 상류),128-26-47,35-50-58 ,13.02,6.98,9,10,11.21,11.28,N,[]
460,2013611,한국농어촌공사,성주,겅상북도 성주군 금수면,봉두리 101-2,128-09-03,35-54-41 , , ,9.6,11.8, ,14.03,N,[]
461,2013615,환경부,성주군(가천교),경상북도 성주군,가천면 창천리 1242-1 (가천교),128-10-23,35-52-51 ,112.487,2.2,2.9,3.6,4.33, ,N,[]
462,2013620,환경부,성주군(화죽교),경상북도 성주군,수륜면 수성리 954-1 (화죽교),128-10-45,35-52-24 ,108.971,2.1,2.5,2.9,3.39, ,N,[]
463,2013630,환경부,합천군(구정리),경상남도 합천군 야로면,구정리 269-1,128-10-11,35-42-26 ,101.16,3.02,3.6,4.2,4.93,4.94,N,[]
464,2013640,환경부,고령군(귀원교),경상북도 고령군,쌍림면 매촌리 463-1 (귀원교),128-14-21,35-40-33 ,38.793,2.9,3.8,4.8,5.68, ,N,[]
465,2013650,환경부,고령군(회천교),경상북도 고령군,고령읍 장기리 331 (회천교),128-16-40,35-43-45 ,22.63,3.5,3.7,4.3,4.84,4.84,N,[]
466,2013685,환경부,고령군(사촌리),경상북도 고령군,우곡면 사촌리 899-1,128-19-19,35-42-02 ,14.342,4,5.5,6.9,8.3, ,N,[]
467,2013690,환경부,고령군(도진교),경상북도 고령군,우곡면 야정리 971 (도진교),128-20-14,35-40-44 ,10.72,4.1,5.8,7.5,9.26, ,N,[]
468,2014620,환경부,대구시(사문진교),대구광역시 달성군,화원읍 성산리 744-11 (사문진교),128-28-27,35-48-44 ,10.63,3.87,8.8,10.8,12.63,13.57,N,[]
470,2014640,환경부,고령군(고령교),경상북도 고령군,성산면 삼대리 112-3 (고령교),128-23-13,35-45-10 ,10.6,3.9,8.1,9.9,11.5,12.2,N,[]
471,2014650,환경부,대구시(달성보상),대구광역시 달성군,논공읍 하리 813번지,128-25-20,35-44-10 ,0,14.5,18.7,20.3,21.87,21.87,N,[]
472,2014651,환경부,고령군(달성보하),경상북도 고령군,개진면 이안리 12-1번지,128-24-59,35-43-55 ,0,14.2,16.6,19.1,21.52,21.71,N,[]
473,2014660,환경부,대구시(성하리),대구광역시 달성군,현풍면 성하리 274 (현풍휴게소뒤),128-26-03,35-42-10 ,8.3,2.7,10,12,12.77,13.4,Y,[]
474,2014665,한국농어촌공사,달창,대구광역시 달성군 유가면,한정리 551,128-28-26,35-38-11 , , , , , , ,N,[]
476,2014680,환경부,대구시(내리),대구광역시 달성군,구지면 내리 774-5,128-24-11,35-38-01 ,4.583,6.41,10,12.4,14.9, ,N,[]
477,2014690,환경부,합천군(율지교),경상남도 합천군,덕곡면 율지리 1 (율지교),128-21-30,35-36-44 ,4.153,6.85,10,12.3,14.66, ,N,[]
478,2014697,환경부,합천군(합천창녕보상),경상남도 합천군,청덕면 삼학리 221-1천,128-21-22,35-35-20 ,0,11,15.4,17,18.59,18.59,N,[]
479,2014699,환경부,합천군(합천창녕보하),경상남도 합천군,청덕면 삼학리 199-1,128-21-19,35-35-13 ,0,10.2,12.9,15.5,18.15,18.15,N,[]
480,2015620,한국수자원공사,거창군(의동교),경상남도 거창군,거창읍 학리 의동 825 학리교,127-55-31,35-42-54 ,195.315, ,0,0, ,0,N,[]
481,2015630,환경부,거창군(남하교),경상남도 거창군,남상면 월평리 855-15 (남하교),127-56-24,35-40-19 ,177.37,3,4,5,6.06,6.06,N,[]
482,2015635,한국수자원공사,거창군(거열교),경상남도 거창군,거창읍 원상리 거창3교,127-53-52,35-40-59 ,192.855, ,0,0, ,0,N,[]
483,2015637,한국수자원공사,합천군(술곡교),경상남도 합천군 봉산면,술곡리 술곡교,127-59-21,35-34-51 ,163.254, , , , , ,N,[]
484,2015645,기타,거창,경상남도 거창군,남하면    무릉리,127-56-40,35-39-40 ,179.969, , , , ,0,N,[]
485,2015650,한국농어촌공사,가북,경상남도 거창군 가북면,박암리 479,128-00-05,35-47-38 , , , , , , ,N,[]
486,2015655,한국수자원공사,거창군(지산교),경상남도 거창군,가조면 기리 지산교,128-00-52,35-39-58 ,224.53, ,0,0, ,0,N,[]
487,2015680,한국수자원공사,합천군(합천댐),경상남도 합천군,용주면 죽죽리 산24-16,128-01-53,35-32-02 , , ,0,0, ,0,N,[]
488,2015690,기타,창리,경상남도 합천군,대병면    창리,128-01-40,35-31-40 ,93.106, , , , ,0,N,[]
489,2016630,한국수자원공사,합천군(합천댐방수로),경상남도 합천군,용주면 가호리,128-02-00,35-32-00 , , ,0,0, ,0,N,[]
490,2016635,한국수자원공사,합천군(합천조정지댐),경상남도 합천군,용주면 봉기리,128-05-03,35-32-25 , , ,0,0, ,0,N,[]
491,2016640,한국수자원공사,합천군(합천조정지방수로),경상남도 합천군,용주면 봉기리,128-05-05,35-32-23 , , ,0,0, ,0,N,[]
492,2016650,환경부,합천군(남정교),경상남도 합천군,합천읍 합천리 남정교,128-09-40,35-33-27 ,29.75, , , , ,0,N,[]
493,2016660,환경부,합천군(기리교),경상남도 합천군 율곡면,항곡리 산3-2 (기리교),128-13-10,35-36-49 ,15.6, , , , ,23.72,N,[]
494,2016680,환경부,합천군(황강교),경상남도 합천군,적중면 죽고리 922-1 (황강교),128-17-34,35-34-19 ,8.291,5,7,9,10.93,10.85,Y,[]
495,2017620,환경부,합천군(적포교),경상남도 합천군,청덕면 앙진리 1 (적포교),128-21-33,35-31-39 ,.574,4.93,11.3,14,16.78,0,N,[]
496,2017630,환경부,의령군(대곡교),경상남도 의령군,부림면 대곡리 996 (대곡교),128-20-54,35-29-07 ,6.757,5,6.9,8.7,10.6, ,N,[]
497,2017640,환경부,창녕군(유어교),경상남도 창녕군 이방면,성산리 200-4 (유어교),128-22-36,35-31-11 ,3.565, , , , , ,N,[]
498,2017670,환경부,의령군(여의리),경상남도 의령군,부림면 경산리 679 (박진교),128-22-33,35-26-24 ,-5.18, , , , , ,N,[]
499,2017685,환경부,의령군(세간교),경상남도 의령군,유곡면 세간리 29-4 (세간교),128-21-00,35-26-36 ,20.89,2.66,3.5,4,4.8,4.8,N,[]
500,2018608,한국수자원공사,함양군(금천리),경상남도 함양군,안의면 금천리,127-48-55,35-37-39 ,186.17, ,0,0, ,0,N,[]
501,2018609,환경부,함양군(안의교),경상남도 함양군,안의면 금천리 254-1 (안의교),127-48-49,35-37-45 ,189.55,1.5,2.9,3.7,4.47,4.28,N,[]
502,2018620,한국수자원공사,함양군(용평리),경상남도 함양군,함양읍 용평리,127-43-54,35-30-49 ,153.36, ,0,0, ,0,N,[]
503,2018623,한국수자원공사,함양군(대웅교),경상남도 함양군 함양읍,백천리 대웅교,127-46-54,35-30-54 ,128.129, , , , , ,N,[]
504,2018630,한국수자원공사,함양군(의탄리),경상남도 함양군,마천면 의탄리,127-40-58,35-24-06 ,244, ,0,0, ,0,N,[]
505,2018635,한국수자원공사,함양군(화촌리),경상남도 함양군,유림면 화촌리,127-47-28,35-27-52 ,122.73, ,0,0, ,0,N,[]
506,2018640,환경부,산청군(고읍교),경상남도 산청군 생초면,하촌리 160-6 (고읍교),127-49-50,35-29-21 ,106.71,5.3,6.1,6.7,9.33,9.33,N,[]
507,2018645,한국수자원공사,산청군(경호교),경상남도 산청군,산청읍 산청리 349(경호교),127-52-27,35-25-04 ,86.15,3.76,6.5,8,10.61,10.61,Y,[]
508,2018650,한국수자원공사,산청군(수산교),경상남도 산청군,신안면 신안리,127-56-24,35-20-15 ,49.3, , , , , ,N,[]
509,2018653,한국농어촌공사,삼가,경상남도 의령군 대의면,신전리 산63-3,128-10-17,35-23-06 , , , , , , ,N,[]
510,2018655,한국수자원공사,합천군(소오리),경상남도 합천군,삼가면 소오리,128-07-03,35-24-49 ,81.036, ,0,0, ,0,N,[]
511,2018658,한국농어촌공사,손항,경상남도 산청군 신등면,장천리 산74,127-58-31,35-26-17 , , , , , , ,N,[]
512,2018662,환경부,산청군(소이교),경상남도 산청군 신안면,외고리 431-1 (소이교),128-00-27,35-21-36 ,56.513,2.2,3.4,4.5,5.6, ,N,[]
513,2018665,한국수자원공사,산청군(하정리),경상남도 산청군,신안면 하정리,127-59-45,35-19-12 ,46.574, ,0,0, ,0,N,[]
514,2018670,기타,원지,경상남도 산청군,신안면    하정리,127-50-00,35-18-00 ,43.885, , , , ,0,N,[]
515,2018673,한국수자원공사,산청군(원리교),경상남도 산청군 시천면,원리 원리교,127-50-10,35-16-36 ,100.049, , , , , ,N,[]
516,2018674,환경부,산청군(묵곡교),경상남도 산청군,단성면 묵곡리 140-11 (묵곡교),127-57-51,35-16-55 ,37.8,4.4,6.3,8.2,10.09,10.09,N,[]
517,2018675,기타,시천,경상남도 산청군,의청면    사리,127-50-00,35-16-00 ,0, , , , ,0,N,[]
518,2018680,한국수자원공사,산청군(창촌리),경상남도 산청군,단성면 창촌리,127-53-33,35-16-12 ,81, ,0,0, ,0,N,[]
519,2018685,한국수자원공사,하동군(대곡리),경상남도 하동군,옥종면 대곡리,127-55-13,35-10-43 ,51.862, ,0,0, ,0,N,[]
520,2018690,한국수자원공사,진주시(내평리),경상남도 진주시,나동면 내평리,128-01-16,35-09-04 ,28.5, ,0,0, ,0,N,[]
521,2018692,한국수자원공사,사천시(검정리),경상남도 사천시,곤양면 검정리 47-1,128-01-45,35-09-08 ,-1.4, ,0,0, ,0,N,[]
522,2018695,한국수자원공사,진주시(판문동),경상남도 진주시,판문동,128-01-47,35-10-35 ,26.5, , , , ,0,N,[]
523,2018698,한국수자원공사,진주시(남강댐방수로),경상남도 진주시,내동면 삼계리 1088,128-02-07,35-09-40 , , ,0,0, ,0,N,[]
524,2019610,환경부,고성군(두문교),경상남도 고성군,영오면 오서리 1611-1 (두문교),128-11-27,35-05-55 ,33.21,2.9,3.5,4.1,5.41,5.41,N,[]
525,2019615,한국수자원공사,진주시(장대동),경상남도 진주시,장대동 진주교,128-05-12,35-11-25 ,18.3, ,0,0, ,0,N,[]
526,2019620,환경부,함안군(송도교),경상남도 함안군 대산면,구혜리 927-1 (송도교),128-24-57,35-21-38 ,-.099,8.6,11,13.3,15.66, ,N,[]
527,2019625,환경부,진주시(옥산교),경상남도 진주시 문산읍,옥산리 39-2(옥산교),128-09-22,35-09-47 ,16.433,5.1,6,6.7,7.87, ,N,[]
528,2019635,환경부,진주시(덕오리),경상남도 진주시,집현면 덕오리 22-2,128-08-13,35-14-15 ,12.11,4.5,5.8,7.1,8.43, ,N,[]
529,2019640,환경부,진주시(월강교),경상남도 진주시,진성면 가진리 1718  (월강교),128-11-56,35-13-21 ,10.727,3.7,5.4,7.2,8.86, ,N,[]
530,2019647,환경부,진주시(장박교),경상남도 진주시,지수면 청담리 1684-1 (장박교),128-16-20,35-15-23 ,4.711,6.3,8.4,10.6,12.72, ,N,[]
531,2019651,한국농어촌공사,서암,경상남도 의령군 가례면,괴진리 산19-10,128-14-35,35-21-47 , , , , , , ,N,[]
532,2019653,환경부,의령군(공단교),경상남도 의령군 의령읍,동동리 845-2(공단교),128-16-07,35-19-02 ,8.79,4.5,5.7,6.8,7.94,7.94,N,[]
533,2019655,환경부,의령군(정암교),경상남도 의령군,의령읍 정암리 430-43 ((구)정암교),128-17-43,35-18-48 ,6.04,6.2,7,8.5,10.69,10.69,Y,[]
534,2019660,기타,남지교,경상남도 함안군,칠서면    계내리    남지교,128-28-30,35-22-45 ,15.996, , , , ,0,N,[]
535,2019680,환경부,함안군(서촌리),경상남도 함안군,대산면 서촌리 1446 (악양교 하류),128-24-02,35-19-54 ,3.041,5.9,8.2,10.6,12.92, ,N,[]
536,2019685,환경부,함안군(대사교),경상남도 함안군 함안면,대산리 1242-2(대사교),128-25-32,35-15-18 ,20.46,2.3,2.8,3.3,3.86, ,N,[]
537,2019695,환경부,의령군(성산리),경상남도 의령군,지정면 성산리 1106-4,128-25-45,35-23-27 ,3.09,5.1,7.5,9.9,12.21,0,N,[]
538,2020603,환경부,밀양시(판곡교),경상남도 밀양시,무안면 죽월리 672-1 (판곡교),128-39-13,35-30-16 ,19.757,2.6,3.2,3.8,4.36, ,N,[]
539,2020605,환경부,창녕군(강리),경상남도 창녕군,장마면 강리 1085-1 (화영삼거리 부근),128-27-45,35-27-27 ,8.789,2.3,3.4,4.4,5.41, ,N,[]
540,2020615,환경부,함안군(계내리),경상남도 함안군,칠서면 계내리 343 (진동양수장옆),128-29-01,35-23-00 ,1.9,3.6,7,9,12.54,12.31,Y,[]
541,2020640,환경부,함안군(소랑교),경상남도 함안군,칠북면 덕남리 328-4 (소랑교),128-31-21,35-22-53 ,-.168,5.67,10.1,12.3,14.44, ,N,[]
542,2020646,환경부,함안군(창녕함안보하),경상남도 함안군,칠북면 봉촌리 257 천,128-33-02,35-22-58 ,0,5.8,8.4,10.9,13.43,13.43,N,[]
543,2020647,환경부,창녕군(창녕함안보상),경상남도 창녕군,길곡면 오호리 1001,128-33-04,35-22-51 ,0,5.5,10.2,11.9,13.68,13.68,N,[]
544,2020650,환경부,창녕군(청암리),경상남도 창녕군,부곡면 청암리 1110 (청암취수장옆),128-36-03,35-23-44 ,-4.011,11.5,11.9,14.1,16.37,16.44,N,[]
545,2020651,환경부,밀양시(인교),경상남도 밀양시,초동면 오방리 682 (인교),128-39-04,35-25-31 ,1.766,4.8,6.9,8.9,10.97, ,N,[]
546,2020675,환경부,창원시(수산대교),경상남도 창원시,의창구 대산면 모산리 701 (수산대교),128-42-51,35-21-55 ,-.518,5.4,7.6,9.7,11.91,0,N,[]
547,2020680,환경부,김해시(오서교),경상남도 김해시,한림면 금곡리 1015 (오서교),128-48-54,35-20-10 ,-.608,4.5,6,7.5,9.04, ,N,[]
548,2021610,환경부,경주시(의곡교),경상북도 경주시 산내면,의곡리 591-40(의곡교),129-02-51,35-45-30 ,191.412,2.3,3,3.7,4.32, ,N,[]
549,2021612,한국수자원공사,청도군(신원교),경상북도 청도군 운문면,신원리 신원1교,128-57-44,35-41-17 , , , , , , ,N,[]
550,2021620,한국수자원공사,청도군(운문댐),경상북도 청도군,운문면 대천리,128-54-56,35-43-23 , , , , , , ,N,[]
551,2021625,한국수자원공사,청도군(임당리),경상북도 청도군,금천면 임당리 990-1,128-55-00,35-42-22 ,101.34, , , , , ,N,[]
552,2021630,한국수자원공사,청도군(당호리),경상북도 청도군,매전면 당호리 558,128-52-01,35-40-25 ,77.4, , , , , ,N,[]
553,2021635,한국수자원공사,경주시(매곡교),경상북도 청도군 청도읍,부야리 652-3수,128-47-51,35-40-31 , , , , , , ,N,[]
