,wlobscd,agcnm,obsnm,addr,etcaddr,lon,lat,gdt,attwl,wrnwl,almwl,srswl,pfh,fstnyn,links
732,3012607,환경부,세종시(도암교),세종특별자치시,금남면 도암리 도암교,127-17-06,36-26-48 ,20.325,1.5,2,2.5,4,24.42,N,[]
733,3012608,환경부,세종시(세종보하),세종특별자치시 연기면,세종리 학나래교,127-15-30,36-28-10 ,-.114,15,17.5,20.5,23.4,23.34,N,[]
734,3012609,환경부,세종시(산봉교),세종특별자치시,장군면 봉안리 산봉교,127-14-22,36-28-40 ,18.064,2.7,3.5,4,6,24.13,N,[]
735,3012611,한국농어촌공사,중흥,충청남도 공주시 의당면,중흥리 556-1,127-10-30,36-34-05 , , , , , , ,N,[]
736,3012612,환경부,공주시(마암리),충청남도 공주시,반포면 마암리(산 96-8번지 주변),127-12-32,36-26-06 ,9.318,3,6.7,9.1,11.4,20.77,N,[]
737,3012620,환경부,공주시(금강교),충청남도 공주시,금성동 금강교,127-07-29,36-28-02 ,5.623,6.3,9,11,12.8,18.48,Y,[]
738,3012625,환경부,공주시(오인교),충청남도 공주시,의당면 요룡리 오인교,127-07-37,36-31-39 ,18.093,2,3,4,4.7,22.85,N,[]
739,3012630,한국수자원공사,공주시(평소리),충청남도 공주시,신풍면 평소리 272-3,126-59-12,36-30-58 ,33.4, , , , , ,N,[]
740,3012633,환경부,공주시(공주보상),충청남도 공주시,우성면 평목리 87,127-05-55,36-27-54 ,.083,13,14,15.9,17.6,17.72,N,[]
741,3012634,환경부,공주시(공주보하),충청남도 공주시,우성면 평목리 87,127-05-46,36-27-39 ,-.126,8,12.2,14.9,17.6,17.49,N,[]
742,3012635,환경부,공주시(국재교),충청남도 공주시,사곡면 화월리 국재교,127-02-35,36-28-56 ,14.177,3.4,5.1,6.1,7.8,22.01,N,[]
743,3012650,환경부,청양군(신흥리),충청남도 청양군,목면 신흥리(46-1번지 주변),127-01-22,36-23-52 ,2.063,8,8.7,10.9,13.1,15.19,N,[]
744,3012655,환경부,청양군(지천교),충청남도 청양군,청양읍 적누리 지천교(충청남도 청양군 청양읍 정좌리),126-47-27,36-25-43 ,77.052,1.4,2.6,3.3,4,81.08,N,[]
745,3012662,환경부,청양군(백제보상),충청남도 청양군,청남면 왕진리 77,126-57-15,36-19-41 ,-.017,7,8,9,13,13.02,N,[]
746,3012664,환경부,부여군(백제보하),충청남도 부여군,부여읍 정동리 산14-1,126-56-08,36-18-58 ,.045,4.7,8.1,10.3,12.4,12.54,N,[]
747,3012665,환경부,부여군(지천교),충청남도 부여군,은산면 회곡리 지천교,126-51-32,36-19-34 ,6.698,3.8,4.8,5.5,7.6,13.32,N,[]
748,3012674,환경부,부여군(송학교),충청남도 부여군,남면 송학리 송학교,126-48-05,36-13-18 ,4.158,3,5,7,8.6,12.78,N,[]
749,3012675,환경부,부여군(백제교),충청남도 부여군,규암면 규암리 백제교(충청남도 부여군 부여읍 구교리),126-53-30,36-16-33 ,.76,4.5,7.5,9,10.6,11.45,Y,[]
750,3012680,환경부,부여군(석동교),충청남도 부여군,장암리 석동리 석동교,126-53-03,36-14-51 ,1.542,4.9,6.4,8.5,10.4,12.01,N,[]
751,3012681,환경부,논산시(석성천교),충청남도 논산시,광석면 득윤리 석성천교 (충청남도 부여군 석성면 증산리),127-01-56,36-14-08 ,4.099,2.5,8,11,14.2,18.3,N,[]
752,3012685,환경부,부여군(반조원리),충청남도 부여군,세도면 반조원리 549,126-58-34,36-11-47 ,-.001,5.2,6.3,7.8,9.3,9.35,N,[]
753,3012690,환경부,논산시(동성교),충청남도 논산시,성동면 우곤리 동성교 (충청남도 부여군 석성면 석성리),127-00-24,36-12-36 ,.532,4.1,6.4,8.1,9.7,10.25,N,[]
754,3013603,환경부,완주군(엄목1교),전라북도 완주군 운주면,완창리 643-3,127-15-38,36-06-15 ,62.335,1.7,2.7,3.7,4.7, ,N,[]
755,3013605,환경부,논산시(인천교),충청남도 논산시,양촌면 인천리 인천교,127-14-09,36-08-13 ,45.015,2.5,3,3.5,4.7,49.72,N,[]
756,3013630,환경부,논산시(주곡교),충청남도 논산시 상월면,주곡리 181-1,127-08-42,36-16-52 ,10.782,3.1,4.5,5.9,7.3, ,N,[]
757,3013650,한국농어촌공사,탑정,충청남도 논산군,가야곡면  종연리,127-09-00,36-10-32 ,16, , , , , ,N,[]
758,3013652,한국농어촌공사,탑정2,충청남도 논산군,가야곡면  종연리 탑정관리소,127-09-04,36-10-25 ,16, , , , , ,N,[]
759,3013665,환경부,논산시(풋개다리),충청남도 논산시,광석면 항월리,127-07-48,36-14-01 ,5.225,3.5,4.5,5.5,7.1,12.34,N,[]
760,3013670,환경부,논산시(논산대교),충청남도 논산시,대교동 논산대교,127-04-49,36-12-35 ,.96,3.65,6,7.5,9.4,10.38,Y,[]
761,3013685,환경부,논산시(제내교),충청남도 논산시,채운면 채운리 제내교,127-02-15,36-08-38 ,1.07,3.5,6.5,8,8.5,9.57,N,[]
762,3014610,환경부,논산시(황산대교),충청남도 논산시,강경읍 황산리 황산대교 (충청남도 부여군 세도면 가회리),127-00-26,36-09-14 ,-1.131,5.5,7,8,9.7,8.65,Y,[]
763,3014650,환경부,부여군(입포리),충청남도 부여군,양화면 입포리 209-9,126-53-00,36-08-06 ,.354,2.9,4.4,5.6,6.6,6.96,N,[]
764,3014656,한국농어촌공사,덕용,충청남도 부여군 양화면,송정리 산47-4,126-49-37,36-08-26 , , , , , , ,N,[]
765,3014670,환경부,서천군(옥포리),충청남도 서천군,화양면 옥포리 528-8,126-46-53,36-02-10 ,-1.192,4,4.7,5.3,5.9,4.77,N,[]
766,3014680,환경부,서천군(북원교),충청남도 서천군,기산면 원길리 북원교,126-43-51,36-04-28 ,.347,1.7,4.6,5.8,6.9,7.31,N,[]
767,3014690,한국농어촌공사,금강하구둑(내),전라북도 옥구,성산  성덕  금강하구둑,126-45-06,36-00-49 ,0, , , , , ,N,[]
768,3014695,한국농어촌공사,금강하구둑(외),전라북도 옥구,성산  성덕  금강하구둑,126-45-29,36-00-35 ,0, , , , , ,N,[]
769,3101603,한국농어촌공사,신대교,충청남도 예산군 광시면,관음리 190-15 인근 교량,126-47-07,36-34-10 ,18.805, , , , , ,N,[]
770,3101604,환경부,예산군(은사교),충청남도 예산군,광시면 용두리 은사교,126-46-43,36-33-38 ,20.066,2.5,3.5,4.5,5.5,25.65,N,[]
772,3101613,환경부,예산군(서계양교),충청남도 예산군,신양면 녹문리 서계양교,126-51-36,36-36-23 ,23.822,2.1,4.1,5.3,6.5,30.36,N,[]
773,3101614,한국농어촌공사,배약교,충청남도 예산군 신양면,녹문리 308번지 인근 교량,126-50-56,36-36-42 ,21.637, , , , , ,N,[]
774,3101615,한국농어촌공사,무봉,충청남도 예산군,대흥면 무봉리 부봉교,126-50-00,36-37-00 , , , , , , ,N,[]
775,3101620,한국농어촌공사,대흥,충청남도 예산군,대흥면 노동리 예당지취수탑,126-48-00,36-38-00 , , , , , , ,N,[]
776,3101622,한국농어촌공사,예당 간선,충청남도 예산군 응봉면,입침리 268-8 인근,126-48-27,36-38-52 , , , , , , ,N,[]
777,3101625,환경부,예산군(예산대교),충청남도 예산군,예산읍 산성리 예산대교,126-49-15,36-41-03 ,4.861,3.4,4,5,6.1,11.06,Y,[]
778,3101630,환경부,예산군(신례원교),충청남도 예산군,신암면 종경리 신례원교,126-49-48,36-43-59 ,.704,3.8,4.6,5.7,6.8,7.53,N,[]
779,3101635,환경부,홍성군(삽교천교),충청남도 홍성군,홍성읍 구룡리 삽교천교(충청남도 홍성군 홍성읍 고암리),126-41-08,36-35-33 ,18.46,2.7,3.2,4,4.8,23.27,N,[]
780,3101638,환경부,예산군(신리교),충청남도 예산군,삽교읍 신리 신리교,126-40-15,36-41-17 ,24.522,1.3,2,2.5,2.8,27.4,N,[]
781,3101640,환경부,예산군(충의대교),충청남도 예산군,삽교읍 두리 충의대교,126-43-50,36-41-12 ,5.828,3.5,5,6,6.8,12.68,N,[]
782,3101645,환경부,예산군(구만교),충청남도 예산군,고덕면 구만리 구만교(충청남도 예산군 신암면 별리),126-45-16,36-44-10 ,.818,3.3,5.6,7,8.4,9.24,N,[]
783,3101650,환경부,당진시(구양교),충청남도 당진군,합덕읍 옥금리 구양교 (충청남도 예산군 신암면 신택리),126-48-54,36-46-27 ,-.226,3.5,5.3,6.4,7.4,7.19,N,[]
784,3101655,환경부,천안시(신흥교),충청남도 천안시,동남구 광덕면 매당리 신흥교,127-06-50,36-42-10 ,45.147,2.5,3.3,3.9,4.5,49.67,N,[]
785,3101660,환경부,천안시(가송교),충청남도 천안시,풍세면 가송리 가송교,127-08-37,36-44-06 ,30.25,1.6,2.3,2.8,3.2,33.53,N,[]
786,3101665,안전행정부,남관, , ,127-07-58,36-45-01 , , , , , , ,N,[]
787,3101670,환경부,아산시(휴대교),충청남도 아산시,배방면 휴대리 휴대교,127-06-49,36-46-51 ,18.102,2,3,4,5.3,23.41,N,[]
788,3101672,환경부,아산시(덕지리),충청남도 아산시,음봉면 덕지리 524,127-05-02,36-49-51 ,24.11,1.8,3.1,3.9,4.6,28.77,N,[]
789,3101673,환경부,아산시(새터교),충청남도 아산시,탕정면 호산리 새터교,127-04-58,36-48-29 ,17.42,2,2.7,3.4,4,21.49,N,[]
790,3101675,환경부,아산시(한내다리),충청남도 아산시,탕정면 갈산리 한내대교,127-03-14,36-47-25 ,7.9,4,4.5,5.5,6.9,14.88,N,[]
791,3101679,한국농어촌공사,궁평,충청남도 아산시 송악면,궁평리 267,126-59-37,36-43-19 , , , , , , ,N,[]
792,3101680,한국농어촌공사,궁평,충청남도 아산시 송악면,궁평,126-59-46,36-43-17 ,51.3, , , , , ,N,[]
793,3101683,환경부,아산시(온천교),충청남도 아산시,신동 온천교,127-01-56,36-46-29 ,10.663,2.3,3.4,4.3,5.1,14.57,N,[]
794,3101685,환경부,아산시(충무교),충청남도 아산시,염치읍 석정리 충무교,127-00-30,36-47-52 ,5.943,3.4,4,5,6,11.98,Y,[]
795,3101690,환경부,아산시(강청교),충청남도 아산시,염치면 가덕리 강청교,126-56-01,36-49-18 ,1.136,3.5,3.9,5,6,7.21,N,[]
796,3101693,환경부,당진시(신촌리),충청남도 당진군,우강면 신촌리 107-119,126-49-39,36-50-52 ,-1.245,4.3,4.8,5.7,6.6,5.38,N,[]
797,3101695,한국농어촌공사,삽교호,충청남도 당진군 신평면,운정,126-49-46,36-53-16 , , , , , , ,N,[]
798,3101696,환경부,당진시(북창교),충청남도 당진군 순성면,중방리 150-4,126-45-41,36-51-08 ,1.018,3.5,4.5,5.5,6.5, ,N,[]
799,3102623,한국농어촌공사,예당,충청남도 예산군 대흥면,노동,126-30-00,37-54-00 ,14.5, , , , , ,N,[]
800,3201675,한국농어촌공사,삽교호 내수위,충청남도 당진군 신평면,삽교천 3길 72 인근,126-49-24,36-53-28 , , , , , , ,N,[]
801,3201680,한국농어촌공사,고풍,충청남도 서산시 운산면,고풍리 336,126-35-43,36-47-28 , , , , , , ,N,[]
802,3201690,환경부,당진시(채운교),충청남도 당진군,당진시 우두동 채운교,126-36-52,36-54-18 ,1.192,2.5,4,5,6.2,7.4,N,[]
803,3203620,환경부,보령시(동대교),충청남도 보령시,동대동 동대교,126-35-55,36-20-48 ,3.079,1.8,2.5,3.5,4.1,7.23,N,[]
804,3203629,한국농어촌공사,청천,충청남도 보령시 죽정동,2-7,126-37-34,36-22-48 , , , , , , ,N,[]
805,3203630,한국농어촌공사,청천,충청남도 보령시, ,126-37-32,36-22-46 ,23.2, , , , , ,N,[]
806,3203640,한국수자원공사,보령시(보령댐),충청남도 보령시,미산면 용수리 산39-1,126-38-55,36-14-59 ,44, , , , , ,N,[]
807,3203645,한국수자원공사,보령시(보령댐방수로),충청남도 보령시,미산면 용수리 산39-1,126-38-44,36-14-58 ,32, , , , , ,N,[]
808,3203652,환경부,보령시(노천교),충청남도 보령시,웅천읍 노천리 노천교,126-35-38,36-13-52 ,-.544,2.5,3.8,5,6,5.47,N,[]
809,3203655,한국수자원공사,대창, , , - -  -  , - -     , , , , , , ,N,[]
810,3203660,한국농어촌공사,서부,충청남도 서천군 종천면,석촌리 580-4,126-41-29,36-07-14 , , , , , , ,N,[]
811,3301605,한국농어촌공사,동상,전라북도 완주군 동상면,수만 ,127-16-27,35-57-11 ,108, , , , , ,N,[]
812,3301610,한국농어촌공사,대아,전라북도 완주군 고산면,소향 ,127-15-47,35-58-57 ,80, , , , , ,N,[]
813,3301611,한국농어촌공사,대아,전라북도 완주군,동상면 대아리 742,127-15-39,35-58-52 , , , , , , ,N,[]
814,3301612,환경부,완주군(대아저수지),전라북도 완주군,동상면 대아리,127-15-39,35-58-54 ,0, , , , ,121.3,N,[]
815,3301615,한국수자원공사,신흥천,전라북도 완주군,경천면 가천리 1124,127-16-10,36-00-15 ,88.62, , , , , ,N,[]
816,3301618,한국농어촌공사,경천,전라북도 완주군,화산면 성북리 990,127-14-02,36-01-21 , , , , , , ,N,[]
817,3301619,환경부,완주군(경천저수지),전라북도 완주군,화산면 성북리,127-14-29,36-01-21 ,0, , , , ,85.6,N,[]
818,3301620,한국농어촌공사,경천,전라북도 완주군 경천면,경천 ,127-14-20,36-01-16 ,43.25, , , , , ,N,[]
819,3301623,환경부,완주군(마안교),전라북도 완주군,화산면,127-14-27,36-00-29 ,58.43, , , , ,3.73,N,[]
820,3301625,환경부,완주군(오성교),전라북도 완주군,고산면 읍내리 오성교 하류,127-12-54,35-58-24 ,43.25, , , , ,3.68,N,[]
821,3301630,환경부,완주군(용봉교),전라북도 완주군,봉동읍 장기리 1118 용봉교,127-10-15,35-56-31 ,27.07, , , , ,4.34,N,[]
822,3301632,한국수자원공사,소양천,전라북도 완주군,소양면 화심리 634-49,127-16-56,35-49-54 ,106.462, , , , , ,N,[]
823,3301635,환경부,완주군(소양용연교),전라북도 완주군,소양면 황운리 소양용연교,127-14-33,35-51-40 ,60.7, , , , ,3.9,N,[]
824,3301640,환경부,완주군(제2소양교),전라북도 완주군,용진면 상운리 제2소양교,127-09-19,35-52-41 ,21.25, , , , ,4.94,N,[]
825,3301645,환경부,완주군(하리교),전라북도 완주군,삼례면 하리 하리교,127-05-56,35-53-50 ,5.33, , , , ,7.37,N,[]
826,3301650,한국농어촌공사,구이,전라북도 완주군 구이면,두현 ,127-07-35,35-44-26 ,47, , , , , ,N,[]
827,3301651,한국농어촌공사,구이,전라북도 완주군,구이면 두현리 30,127-07-29,35-44-23 , , , , , , ,N,[]
828,3301652,환경부,전주시(신평교),전라북도 전주시,완산구 원당동 신평교,127-07-01,35-46-20 ,30.59, , , , ,3.64,N,[]
829,3301653,환경부,전주시(삼천교),전라북도 전주시,완산구 중인동,127-06-40,35-46-48 ,29.55, , , , , ,N,[]
830,3301654,환경부,전주시(세내교),전라북도 전주시,완산구,127-06-44,35-47-33 ,24.45, , , , ,5.54,N,[]
831,3301655,환경부,전주시(서곡교),전라북도 전주시,완산구 효자동 서곡교,127-06-20,35-50-11 ,17.25, , , , ,4.7,N,[]
832,3301657,환경부,전주시(서천교),전라북도 전주시,완산구 서완산동1가,127-08-29,35-48-44 ,33.22, , , , ,5.75,N,[]
833,3301660,기타,색장,전라북도 전주시,완산구 색장동 색장교,127-11-15,35-47-56 ,56.28, , , , , ,N,[]
834,3301662,환경부,전주시(은석교),전라북도 전주시,완산구 색장동 은석교,127-11-39,35-47-49 ,61.06, , , , ,4.13,N,[]
835,3301665,환경부,전주시(미산교),전라북도 전주시,덕진구 전미동2가 1384-6,127-05-51,35-52-46 ,9.118, ,3,4, ,5.13,Y,[]
836,3301670,환경부,완주군(삼례교),전라북도 완주군,삼례읍 삼례리 647,127-04-16,35-53-54 ,2.929, ,6,7, ,8.01,Y,[]
837,3301675,환경부,익산시(인수교),전라북도 익산시,춘포면 인수리 인수교,127-02-04,35-55-23 ,3.1, , , , ,7.29,N,[]
838,3301685,환경부,익산시(만경교),전라북도 익산시,오산면 목천리 1177-5 만경교,126-55-55,35-54-49 ,-2.11, , , , ,9.47,N,[]
839,3301688,환경부,군산시(원두교),전라북도 군산시,대야면 광교리 원두교,126-51-23,35-55-31 ,-.07, , , , ,5.38,N,[]
840,3301690,환경부,김제시(만경대교),전라북도 김제시,청하면 동지산리 1100 만경대교 ,126-50-18,35-54-39 ,-2.24, , , , ,6.78,N,[]
841,3302605,한국수자원공사,칠보,전라북도 정읍시,칠보면 시산210,127-00-42,35-35-35 , , , , , , ,N,[]
842,3302610,한국농어촌공사,수청,전라북도 정읍시 칠보면,반곡리 수청저수지,126-57-03,35-33-24 ,94, , , , , ,N,[]
843,3302611,한국농어촌공사,수청,전라북도 정읍시,칠보면 수청리 95,126-56-57,35-33-22 , , , , , , ,N,[]
844,3302615,환경부,정읍시(행정교),전라북도 정읍시,옹동면 산성리 행정교,126-58-42,35-36-57 ,19.14, , , , ,3.84,N,[]
845,3302617,한국수자원공사,정읍시(종산리),전라북도 정읍시,산외면 종산리 269,127-05-43,35-35-32 ,154.497, ,0,0, ,0,N,[]
846,3302620,환경부,정읍시(거산교),전라북도 정읍시,태인읍 태서리 거산교,126-55-38,35-38-55 ,6.45, , , , ,7.4,N,[]
847,3302630,환경부,정읍시(정우교),전라북도 정읍시,정우면 대사리 878-19 정우교,126-53-21,35-40-37 ,1.454, ,6,7, ,6.92,Y,[]
848,3302635,한국농어촌공사,내장,전라북도 정읍시 내장상동,내장저수지,126-53-45,35-31-03 ,94, , , , , ,N,[]
849,3302640,한국농어촌공사,부전,전라북도 정읍시,부전저수지,126-54-43,35-31-52 ,108, , , , , ,N,[]
850,3302643,환경부,정읍시(상동교),전라북도 정읍시,송산동 상동교,126-52-09,35-33-17 ,45.75, , , , ,4.44,N,[]
851,3302645,환경부,정읍시(죽림교),전라북도 정읍시,연지동 죽림교,126-50-37,35-34-04 ,27.29, , , , ,3.4,N,[]
852,3302650,한국농어촌공사,용산,전라북도 정읍시,용산저수지,126-51-16,35-30-42 ,74, , , , , ,N,[]
853,3302652,환경부,정읍시(상평교),전라북도 정읍시 상평동, ,126-49-24,35-33-42 ,22.965, , , , , ,N,[]
854,3302653,환경부,정읍시(정읍교),전라북도 정읍시,용계동 정읍교 하류,126-49-45,35-35-10 ,15.17, , , , ,4.67,N,[]
855,3302654,환경부,정읍시(망담교),전라북도 정읍시 정우면,우산리,126-52-17,35-37-43 ,7.607, , , , , ,N,[]
856,3302655,환경부,정읍시(정읍천대교),전라북도 정읍시,정우면 초강리 정읍천대교,126-51-52,35-38-19 ,3.09, , , , ,6.75,N,[]
857,3302657,환경부,정읍시(풍월교),전라북도 정읍시,영원면 풍월리,126-44-57,35-38-44 ,-.12, , , , ,5.98,N,[]
858,3302658,환경부,정읍시(초강리),전라북도 정읍시,정우면 초강리 614-10,126-51-46,35-38-40 ,2.975, ,5,6, ,6.66,Y,[]
859,3302660,환경부,정읍시(양전교),전라북도 정읍시,감곡면 삼평리,126-54-27,35-44-50 ,1.79, , , , ,5.1,N,[]
860,3302661,한국농어촌공사,금평,전라북도 김제시,금산면 금산리 501-2,127-00-49,35-43-05 , , , , , , ,N,[]
861,3302665,환경부,김제시(군포교),전라북도 김제시,부량면 옥정리 (구)군포교,126-49-03,35-43-04 ,-1.05, , , , ,6.93,N,[]
862,3302675,환경부,부안군(평교),전라북도 부안군,백산면 평교리 평교,126-46-57,35-42-20 ,-.87, , , , ,5.88,N,[]
863,3302680,환경부,김제시(용동교),전라북도 김제시,황산동 683-26,126-54-20,35-47-20 ,2.4, , , , ,5.71,N,[]
864,3302685,환경부,김제시(죽산교),전라북도 김제시,죽산면 죽산리 죽산교,126-48-44,35-46-00 ,-2.1, , , , ,7.09,N,[]
865,3302690,한국농어촌공사,동진대교,전라북도 김제시 죽산면,동진대교,126-46-38,35-45-27 ,-1.974, , , , , ,N,[]
866,3303110,한국수자원공사,부안댐,전라북도 부안군,변산면 부안댐로 286-26,126-34-18,35-40-43 ,0, ,0,0, ,0,N,[]
867,3303660,한국수자원공사,부안군(거석교),전라북도 부안군 상서면,청림리 906 (거석교),126-36-47,35-39-21 ,46.405, , , , , ,N,[]
868,3303670,한국수자원공사,부안댐,전라북도 부안군,변산면 중계리,126-33-36,35-40-30 ,49, , , , , ,N,[]
869,4001610,환경부,진안군(좌포교),전라북도 진안군,성수면 도통리 좌포교 하류,127-19-06,35-44-12 ,243.63, , , , ,6.27,N,[]
870,4001620,한국수자원공사,임실군(호암교),전라북도 임실군,신평면 호암리 호암교,127-14-27,35-39-19 ,201.064, , , , , ,N,[]
871,4001628,한국수자원공사,임실군(임운교),전라북도 임실군,운암면 학암리 임운교,127-12-17,35-36-40 ,204.221, , , , , ,N,[]
872,4001660,한국수자원공사,순창군(운암교),전라북도 순창군,쌍치면 운암리 운암교,127-00-50,35-30-13 ,217.445, , , , , ,N,[]
873,4002605,한국수자원공사,임실군(섬진강댐),전라북도 임실군,강진면 용수리 산5,127-06-35,35-32-27 ,0, , , , , ,N,[]
874,4002610,한국수자원공사,임실군(회문리),전라북도 임실군,덕치면 회문리 88-5,127-08-16,35-31-18 ,123.952, , , , , ,N,[]
875,4002620,환경부,임실군(강동교),전라북도 임실군 강진면,갈담리,127-09-37,35-31-40 ,125.355, , , , , ,N,[]
876,4002640,환경부,임실군(일중리),전라북도 임실군,덕치면 일중리 568,127-08-60,35-29-47 ,114.547, ,4,5, ,6.17,Y,[]
877,4002690,환경부,순창군(평남리),전라북도 순창군,적성면 평남리,127-12-57,35-25-25 ,78.26, , , , ,7.05,N,[]
878,4003615,한국농어촌공사,장남,전라북도 장수군,번암면 국포리 900,127-25-03,35-33-43 , , , , , , ,N,[]
879,4003630,환경부,임실군(오수교),전라북도 임실군,오수면 오수리,127-19-29,35-32-30 ,117.1, , , , ,4.46,N,[]
880,4003650,환경부,임실군(신기교),전라북도 임실군,오수면 신기리 398-1천 신기교,127-19-29,35-30-28 ,108, , , , ,4.97,N,[]
881,4003690,환경부,순창군(현포리),전라북도 순창군,동계면 현포리,127-14-43,35-26-22 ,84.35, , , , ,4.73,N,[]
882,4004615,환경부,순창군(유적교),전라북도 순창군,적성면 고원리 928 유적교,127-12-33,35-23-34 ,72.69, , , , ,8.36,N,[]
883,4004630,환경부,순창군(옥천교),전라북도 순창군,순창읍 순화리 옥천교,127-08-00,35-22-29 ,84.92, , , , ,4.08,N,[]
884,4004640,환경부,순창군(유풍교),전라북도 순창군,풍산면 두승리 유풍교,127-11-04,35-21-33 ,69.02, , , , ,7.08,N,[]
885,4004650,환경부,곡성군(합강교),전라남도 곡성군,옥과면 합강리 합강교,127-10-50,35-19-19 ,64.83, , , , ,7,N,[]
886,4004660,환경부,남원시(신덕리),전라북도 남원시,대강면 신덕리,127-12-59,35-19-53 ,58.88, , , , ,10.13,N,[]
887,4004680,환경부,곡성군(용두교),전라남도 곡성군 옥과면,리문리,127-08-07,35-16-17 ,81.615, , , , , ,N,[]
888,4004690,환경부,곡성군(금곡교),전라남도 곡성군,곡성읍 장선리 1067 금곡교,127-17-45,35-18-41 ,46.619, ,6,7, ,8.22,Y,[]
889,4005620,한국농어촌공사,장남,전라북도 장수군,번암면 국포리,126-46-48,35-33-31 ,370, , , , , ,N,[]
890,4005624,한국농어촌공사,용림,전라북도 장수군,장수읍 덕산리 670,127-33-06,35-36-32 , , , , , , ,N,[]
891,4005627,환경부,장수군(동화저수지),전라북도 장수군,번암면 죽림리,127-32-19,35-32-44 ,0, , , , ,324.6,N,[]
892,4005628,한국농어촌공사,동화,전라북도 장수군,번암면 죽림리 336,127-32-17,35-32-45 , , , , , , ,N,[]
893,4005630,한국농어촌공사,동화,전북 장수군 번암면,동화리,127-32-06,35-32-38 ,279, , , , , ,N,[]
894,4005645,환경부,남원시(월석교),전라북도 남원시,산동면 월석리 월석교 하류,127-30-52,35-29-52 ,193.53, , , , ,5.57,N,[]
895,4005660,환경부,남원시(요천교),전라북도 남원시,이백면 남계리 요천교,127-26-10,35-27-19 ,131.88, , , , ,4.58,N,[]
896,4005670,환경부,남원시(동림교),전라북도 남원시,신촌동 460,127-23-29,35-24-31 ,93.853, ,4,5, ,6.26,Y,[]
897,4005690,환경부,남원시(요천대교),전라북도 남원시,송동면 세전리 요천대교,127-18-41,35-19-08 ,48.67, , , , ,6.53,N,[]
898,4006660,환경부,곡성군(고달교),전라남도 곡성군,고달면 뇌죽리 고달교 상류,127-19-47,35-17-41 ,43.68, , , , ,9.49,N,[]
899,4006667,환경부,곡성군(충의교),전라남도 곡성군 곡성읍,묘천리,127-17-52,35-16-41 ,51.941, , , , , ,N,[]
900,4006680,환경부,곡성군(예성교),전라남도 곡성군,오곡면 압록리,127-22-27,35-11-55 ,27.38, , , , ,15.37,N,[]
901,4007615,한국수력원자력,죽동교,전라남도 장흥군,장평면 녹양리,127-00-05,34-47-34 ,143.22, , , , , ,N,[]
902,4007616,환경부,보성군(돈다교),전라남도 보성군,노동면 감정리,127-01-49,34-47-31 ,135.17, , , , ,7.01,N,[]
903,4007618,한국수력원자력,보성교,전라남도 보성군,보성읍 옥평리 893-5 보성교(구),127-05-40,34-46-14 ,137.783, , , , , ,N,[]
904,4007620,한국수력원자력,광곡교,전라남도 보성군,노동면 광곡리 117-8,127-04-25,34-47-42 ,127.3, , , , , ,N,[]
905,4007623,한국수력원자력,보성강댐,전라남도 보성군,겸백면 용산리 220,127-09-14,34-47-02 , , , , , , ,N,[]
906,4007625,한국수자원공사,보성군(보성강댐),전라남도 보성군,겸백면 용산리 산 35-1,127-08-42,34-48-19 ,0, , , , , ,N,[]
907,4007630,한국수자원공사,보성군(가장교),전라남도 보성군,겸백면 석호리 758,127-08-51,34-49-52 ,111.25, , , , , ,N,[]
908,4007660,한국수자원공사,화순군(동복댐),전라남도 화순군,동복면 연월리 산127-2,127-06-09,35-04-57 ,0, , , , , ,N,[]
909,4007661,환경부,화순군(만수교),전라남도 화순군,동복면 연월리,127-06-10,35-04-42 ,129.45, , , , ,4.89,N,[]
910,4007670,한국수자원공사,화순군(용리교),전라남도 화순군,남면 용리,127-06-49,35-01-36 ,115.51, , , , , ,N,[]
911,4007695,한국수자원공사,순천시(주암댐),전라남도 순천시,주암면 구산리 786-1,127-14-13,35-03-42 ,0, , , , , ,N,[]
912,4008603,한국수자원공사,곡성군(압록3교),전라남도 곡성군,오곡면 압록리 압록3교,127-22-16,35-11-20 ,28.06, , , , , ,N,[]
913,4008650,한국수자원공사,순천시(광천교),전라남도 순천시,주암면 구산리 811,127-14-13,35-04-33 ,61.311, , , , , ,N,[]
914,4008655,한국수자원공사,곡성군(목사동2교),전라남도 곡성군,목사동면 공북리 목사동2교,127-15-32,35-07-36 ,0, , , , ,7.79,N,[]
915,4008660,환경부,곡성군(목사동1교),전라남도 곡성군,목사동면 평리 목사동1교,127-17-56,35-07-40 ,47.12, , , , ,54.9,N,[]
916,4008661,한국농어촌공사,동상,전라북도 완주군,동상면 대아리 39-7,127-16-27,35-07-05 , , , , , , ,N,[]
917,4008670,환경부,곡성군(태안교),전라남도 곡성군,죽곡면 유봉리 549-24 태안교,127-20-48,35-09-37 ,37.625, ,5.5,7, ,8.76,Y,[]
918,4009608,환경부,순천시(용서교),전라남도 순천시,황전면 선변리 용서교,127-27-48,35-08-58 ,25.94, , , , ,7.14,N,[]
919,4009610,환경부,구례군(구례교),전라남도 구례군,구례읍 신월리 595-1 구례교,127-27-15,35-09-56 ,21.937, ,7,8, ,11.06,Y,[]
920,4009618,환경부,구례군(문척교),전라남도 구례군 구례읍,봉서리,127-28-28,35-11-47 ,19.026, , , , , ,N,[]
921,4009622,환경부,구례군(광용교),전라남도 구례군,용방면 신지리,127-26-29,35-15-29 ,44.89, , , , ,4.85,N,[]
