rfobscd,agcnm,obsnm,addr,etcaddr,lon,lat,links,시도명,시군구명
30124060,환경부,공주시(정안면사무소),충청남도 공주시,정안면 정안중앙길 157,127.12027777777777,36.60861111111111,[],충청남도,공주시
30124070,환경부,공주시(반포중),충청남도 공주시,반포면 원당1길 28,127.24305555555556,36.40361111111111,[],충청남도,공주시
30124080,환경부,공주시(복룡리),충청남도 공주시,이인면 복룡리 562-4,127.06805555555555,36.345555555555556,[],충청남도,공주시
30124090,환경부,부여군(백제교),충청남도 부여군,규암면 규암리 백제교,126.89166666666668,36.27583333333333,[],충청남도,부여군
30124100,환경부,공주시(유구초교),충청남도 공주시,유구읍 석남리 196-1,126.95055555555555,36.55361111111111,[],충청남도,공주시
30124110,환경부,세종시(문성교),세종특별자치시,장군면 평기리 349-9,127.19611111111111,36.514722222222225,[],세종특별자치시,
30124120,환경부,우성,충청남도 공주시 사곡면,화월리 국재교,127.04333333333334,36.4825,[],충청남도,공주시
30134010,환경부,논산시(연산중),충청남도 논산시,연산면 청동로 113-14,127.20694444444445,36.21333333333334,[],충청남도,논산시
30134020,환경부,완주군(장선초교),전라북도 완주군,운주면 장선리 505-1,127.27916666666667,36.09111111111111,[],전라북도,완주군
30134030,한국농어촌공사,탑정,충청남도 논산군,가야곡면  동면리,127.15,36.175555555555555,[],충청남도,논산군
30134040,환경부,논산시(동산초교),충청남도 논산시,양촌면 황산벌로 436번길 43-4,127.24166666666667,36.140277777777776,[],충청남도,논산시
30134050,환경부,논산시(토양리),충청남도 논산시,은진면 토양리 69(도),127.10249999999999,36.149166666666666,[],충청남도,논산시
30144010,환경부,논산시(황산리),충청남도 논산시,강경읍 금백로 45,127.00861111111111,36.154444444444444,[],충청남도,논산시
30144020,환경부,익산시(함열초교),전라북도 익산시,함열읍 함열8길 2,126.96527777777779,36.07972222222222,[],전라북도,익산시
30144030,환경부,서천군(망월리),충청남도 서천군,화양면 망월리 2-1,126.75694444444444,36.029444444444444,[],충청남도,서천군
30144040,환경부,서천군(충남디자인예술고),충청남도 서천군,한산면 한마로 114,126.80361111111111,36.08916666666667,[],충청남도,서천군
30144050,환경부,익산시(연동리),전라북도 익산시,삼기면 연동리 산1-1,127.035,36.03388888888889,[],전라북도,익산시
31014010,환경부,홍성군(홍성초교),충청남도 홍성군,홍성읍 조양로 43,126.65777777777778,36.599722222222226,[],충청남도,홍성군
31014020,환경부,예산군(예산국토),충청남도 예산군,오가면 오가중앙로 69,126.79777777777778,36.689722222222215,[],충청남도,예산군
31014030,환경부,예산군(덕산면사무소),충청남도 예산군,덕산면 덕산온천로 391,126.66527777777779,36.70138888888889,[],충청남도,예산군
31014040,한국농어촌공사,삽교호,충청남도 당진군 신평면,운정,126.82944444444443,36.88777777777778,[],충청남도,당진군
31014050,한국농어촌공사,예당,충청남도 예산군 대흥면,노동,126.5,37.9,[],충청남도,예산군
31014060,한국농어촌공사,궁평,충청남도 아산시 송악면,궁평리,127.0,36.733333333333334,[],충청남도,아산시
31014070,한국농어촌공사,아산,충청남도 아산시 모종면, ,127.01222222222222,36.78,[],충청남도,아산시
31014090,환경부,당진시(순성초교),충청남도 당진시,순성면 순성로 473,126.71166666666667,36.843333333333334,[],충청남도,당진시
31014100,환경부,청양군(가남초교),충청남도 청양군,비봉면 록평리 28-9,126.78805555555556,36.51583333333333,[],충청남도,청양군
31014110,환경부,예산군(신양리),충청남도 예산군,신양면 신양리 434,126.8611111111111,36.599722222222226,[],충청남도,예산군
31014120,환경부,아산시(초사초교),충청남도 아산시,초사길 122,126.97333333333333,36.75138888888889,[],충청남도,아산시
31014130,환경부,아산시(동방초교),충청남도 아산시,배방읍 휴대세교길 7-7,127.11333333333333,36.77972222222222,[],충청남도,아산시
31014140,환경부,천안시(신흥교),충청남도 천안시,동남구 광덕면 매당리 신흥교,127.11333333333333,36.70305555555556,[],충청남도,천안시
31014150,환경부,아산시(강청교),충청남도 아산시,염치읍 강청리 강청교,126.93361111111112,36.82166666666667,[],충청남도,아산시
31014160,한국농어촌공사,광시,충청남도 예산군,광시면 광시리 광시교,126.77916666666667,36.56083333333333,[],충청남도,예산군
31014170,한국농어촌공사,대흥,충청남도 예산군,대흥면 노동리 대흥관리소,126.815,36.63777777777778,[],충청남도,예산군
31014180,한국농어촌공사,송석,충청남도 예산군,대술면 송석리 송석저수지,126.94500000000001,36.68472222222222,[],충청남도,예산군
31014190,한국농어촌공사,예산2,충청남도 예산군,예산읍 주교리 농진공예산지사,126.83527777777778,36.668055555555554,[],충청남도,예산군
31014192,환경부,예산군(은사교),충청남도 예산군,광시면 용두리 은사교,126.77916666666667,36.56083333333333,[],충청남도,예산군
31014195,한국농어촌공사,신대교,충청남도 예산군 광시면,관음리 190-15 인근 교량,126.78527777777778,36.56944444444445,[],충청남도,예산군
31014198,한국농어촌공사,배약교,충청남도 예산군 신양면,녹문리 308번지 인근 교량,126.84888888888888,36.611666666666665,[],충청남도,예산군
32034010,환경부,보령시(미산면사무소),충청남도 보령시,미산면 내평리 357-2,126.67750000000001,36.21083333333333,[],충청남도,보령시
32034020,환경부,보령시(미산초교),충청남도 보령시,미산면 도화담리 94,126.67777777777778,36.28861111111111,[],충청남도,보령시
32034050,한국수자원공사,보령시(보령댐),충청남도 보령시,미산면 용수리 산39-1,126.63277777777778,36.24722222222222,[],충청남도,보령시
32034060,한국수자원공사,보령시(도화담리),충청남도 보령시,미산면 도화담리 79,126.68,36.28638888888889,[],충청남도,보령시
32034070,한국농어촌공사,청천,충남 보령시 죽정동,48-1,126.62555555555555,36.379444444444445,[],충남,보령시
33014010,환경부,완주군(고산중교),전라북도 완주군,고산면 읍내3길 41 고산중학교,127.20833333333334,35.978611111111114,[],전라북도,완주군
33014020,환경부,군산시(임피초교),전라북도 군산시,임피면 읍내리 임피초등학교,126.84888888888888,35.987500000000004,[],전라북도,군산시
33014030,한국농어촌공사,경천,전라북도 완주군 경천면,경천,127.2388888888889,36.02111111111111,[],전라북도,완주군
33014040,한국농어촌공사,대아,전라북도 완주군 고산면,소향,127.26305555555555,35.9825,[],전라북도,완주군
33014050,한국농어촌공사,동상,전라북도 완주군 동상면,수만,127.27416666666666,35.95305555555556,[],전라북도,완주군
33014060,환경부,대천,전라북도 완주군 삼례읍,삼례리 삼례교,127.07777777777777,35.896388888888886,[],전라북도,완주군
33014070,환경부,완주군(구이초교),전라북도 완주군,구이면 항가리 구이초등학교,127.11999999999999,35.72027777777778,[],전라북도,완주군
33014080,환경부,김제시(용지초교),전라북도 김제시,용지면 구암리 용지초등학교,126.9588888888889,35.85472222222222,[],전라북도,김제시
33014090,환경부,익산시(미륵초교),전라북도 익산시,금마면 용순리 미륵초등학교,127.0225,36.00138888888889,[],전라북도,익산시
33014100,환경부,전주시(미산교),전라북도 전주시,덕진구 전미동2가 미산교,127.0975,35.879444444444445,[],전라북도,전주시
33014110,환경부,완주군(용봉교),전라북도 완주군,봉동읍 장기리 용봉교,127.17083333333333,35.94194444444444,[],전라북도,완주군
33014120,환경부,완주군(용진초교),전라북도 완주군,용진면 상삼리 용진초등학교,127.17555555555556,35.85722222222223,[],전라북도,완주군
33024020,환경부,김제시(금구초교),전라북도 김제시,금구면 금구리 금구초등학교,127.01305555555555,35.774166666666666,[],전라북도,김제시
33024030,환경부,정읍시(고부초교),전라북도 정읍시,고부면 고부리 고부초등학교,126.7713888888889,35.62138888888889,[],전라북도,정읍시
33024040,환경부,김제시(김제중앙중교),전라북도 김제시,옥산동 김제중앙중학교,126.8888888888889,35.82833333333333,[],전라북도,김제시
33024050,환경부,정읍시(태인중교),전라북도 정읍시,태인면 태성리 태인중학교,126.93722222222223,35.653888888888886,[],전라북도,정읍시
33024070,환경부,정읍시(산외중교),전라북도 정읍시,산외면 정량리 산외중학교,127.04472222222222,35.61888888888889,[],전라북도,정읍시
33024080,환경부,정읍시(정읍북초교),전라북도 정읍시,농소동 정읍북초등학교,126.84944444444444,35.578611111111115,[],전라북도,정읍시
33034030,한국수자원공사,부안군(부안댐),전라북도 부안군,변산면 부안댐로 286-26,126.57166666666666,35.67861111111111,[],전라북도,부안군
33034040,한국수자원공사,부안군(부안청림천문대),전라북도 부안군 상서면,청림리 523-3,126.61527777777778,35.657777777777774,[],전라북도,부안군
40014030,한국농어촌공사,약수,전라남도 장성군 북하면,약수리,126.92777777777778,35.42472222222222,[],전라남도,장성군
40014050,한국수자원공사,순창군(시산리),전라북도 순창군,쌍치면 시산리,126.93944444444445,35.485,[],전라북도,순창군
40014060,한국수자원공사,임실군(용암리),전라북도 임실군,신평면 용암리,127.20722222222223,35.64055555555556,[],전라북도,임실군
40014070,한국수자원공사,진안군(도통리),전라북도 진안군,성수면 도통리,127.34666666666666,35.708333333333336,[],전라북도,진안군
40024010,환경부,강진, , ,127.16527777777779,35.526944444444446,[],,
40024020,한국수자원공사,임실군(섬진강댐),전라북도 임실군,강진면 용수리 산5,127.11361111111111,35.53944444444444,[],전라북도,임실군
40024030,환경부,임실군(일중리),전라북도 임실군,덕치면 일중리,127.15,35.49638888888889,[],전라북도,임실군
40024040,환경부,임실군(두복리),전라북도 임실군,청웅면 두복리 백련산정상,127.16888888888889,35.5675,[],전라북도,임실군
40024050,환경부,순창군(평남리),전라북도 순창군,적성면 평남리,127.21583333333334,35.42333333333333,[],전라북도,순창군
40024060,환경부,임실군(청웅면사무소),전라북도 임실군 청웅면, ,127.20111111111112,35.56944444444445,[],전라북도,임실군
40034010,환경부,임실군(문화체육센터),전라북도 임실군,오수면 오수리 임실군문화체육센터,127.33305555555555,35.54527777777778,[],전라북도,임실군
40034020,환경부,순창군(현포리),전라북도 순창군,동계면 현포리,127.24527777777777,35.43944444444444,[],전라북도,순창군
40034030,환경부,임실군(오봉리),전라북도 임실군,성수면 오봉리,127.34777777777778,35.63,[],전라북도,임실군
40044010,환경부,곡성군(옥과톨게이트),전라남도 곡성군,오산면 연화리 (옥과TG),127.11694444444444,35.26138888888889,[],전라남도,곡성군
40044020,환경부,순창, , ,127.14027777777778,35.37166666666667,[],,
40044030,환경부,순창군(옥천교),전라북도 순창군,순창읍 순화리 옥천교,127.13333333333334,35.374722222222225,[],전라북도,순창군
40044040,환경부,순창군(유적교),전라북도 순창군,적성면 고원리 유적교,127.20916666666668,35.39277777777778,[],전라북도,순창군
40044060,환경부,남원시(신덕리),전라북도 남원시,대강면 신덕리,127.21666666666667,35.331388888888895,[],전라북도,남원시
40044070,환경부,곡성군(괴소리),전라남도 곡성군 삼기면, ,127.22583333333334,35.22777777777778,[],전라남도,곡성군
40054020,환경부,남원시(동림교),전라북도 남원시,신촌동 동림교,127.3913888888889,35.40861111111111,[],전라북도,남원시
40054030,환경부,장수군(동화저수지),전라북도 장수군,번암면 죽림리 (동화저수지),127.53861111111111,35.54555555555555,[],전라북도,장수군
40054040,환경부,남원시(요천대교),전라북도 남원시,송동면 세전리 요천대교,127.31138888888889,35.31888888888889,[],전라북도,남원시
40064010,환경부,곡성군(고달교),전라남도 곡성군,고달면 뇌죽리 고달교 상류,127.32944444444443,35.29472222222222,[],전라남도,곡성군
40074020,환경부,복내, , ,127.12444444444444,34.88916666666667,[],,
40074030,환경부,보성, , ,127.0936111111111,35.7625,[],,
40074040,한국수자원공사,보성,전라남도 보성군,겸백면 용산리 산 35-1,127.14722222222223,34.80222222222222,[],전라남도,보성군
40074050,한국수자원공사,화순군(동복댐),전라남도 화순군,동복면 연월리 산 127-2,127.10416666666666,35.080555555555556,[],전라남도,화순군
40074060,한국수자원공사,보성군(복내리),전라남도 보성군,복내면 복내리 197-6,127.13666666666667,34.89333333333333,[],전라남도,보성군
40074070,한국수자원공사,순천시(우산리),전라남도 순천시,송광면 우산리 795-5,127.22611111111111,34.970555555555556,[],전라남도,순천시
40074080,한국수자원공사,순천시(주암댐),전라남도 순천시,주암면 구산리 786-1,127.23861111111111,35.05833333333333,[],전라남도,순천시
40074082,한국수자원공사,장흥군(봉동리),전라남도 장흥군,장동면 봉동리 245-1,127.00944444444444,34.77861111111111,[],전라남도,장흥군
40074090,한국수자원공사,보성군(보성강댐),전라남도 보성군,겸백면 용산리 산 35-1(취수탑),127.14722222222223,34.80222222222222,[],전라남도,보성군
40074092,한국수력원자력,보성강댐,전라남도 보성군,득량면 충의로 1771-18,127.1538888888889,34.78388888888889,[],전라남도,보성군
40074126,한국수력원자력,웅치,전라남도 보성군 웅치면 용반리, ,127.00583333333333,34.69888888888889,[],전라남도,보성군
40074127,한국수력원자력,장평,전라남도 장흥군 장평면 봉림리, ,126.93305555555555,34.79888888888889,[],전라남도,장흥군
40074140,한국수자원공사,화순군(동가리),전라남도 화순군,한천면 동가리 311-8,127.06611111111111,34.96333333333334,[],전라남도,화순군
40074143,한국수자원공사,화순군(맹리),전라남도 보성군,북면 맹리 568-3,127.09555555555555,35.175555555555555,[],전라남도,보성군
40074145,한국수력원자력,보성교,전라남도 보성군 보성읍,옥평리 893-5 보성교(구),127.09444444444443,34.77055555555555,[],전라남도,보성군
40074146,한국수력원자력,죽동교,전라남도 장흥군 장평면,녹양리 557,127.00138888888888,34.79277777777778,[],전라남도,장흥군
40074147,한국수력원자력,광곡교,전라남도 보성군 노동면,광곡리 758-1,127.0736111111111,34.794999999999995,[],전라남도,보성군
40084010,환경부,곡성군(태안교),전라남도 곡성군,죽곡면 유봉리 태안교,127.34666666666666,35.16027777777778,[],전라남도,곡성군
40084020,환경부,곡성군(석곡톨게이트),전라남도 곡성군,석곡면 유정리 (석곡TG),127.25,35.126666666666665,[],전라남도,곡성군
40094010,기타,하동,경상남도 하동,하동 읍내,127.7425,35.07083333333334,[],경상남도,하동
40094030,기타,삼일암,전라남도 구례군,광의군 방광리,127.46694444444445,35.260555555555555,[],전라남도,구례군
40094040,기타,범왕,경상남도 하동,화개 범왕,127.62083333333332,35.28194444444444,[],경상남도,하동
40094050,환경부,하동군(묵계리),경상남도 하동군,청암면 묵계리 (주차장),127.70944444444444,35.24305555555556,[],경상남도,하동군
40094060,환경부,구례군(구례교),전라남도 구례군,구례읍 신월리 구례교,127.45416666666667,35.16555555555556,[],전라남도,구례군
40094070,환경부,구례군(문수리경로당),전라남도 구례군,토지면 상죽길 8 문수리경로당,127.52055555555556,35.223333333333336,[],전라남도,구례군
40094080,환경부,하동군(쌍계초교),경상남도 하동군,화개면 운수리 쌍계초등학교,127.64500000000001,35.23388888888889,[],경상남도,하동군
40094090,환경부,하동군(읍내리),경상남도 하동군,하동읍 읍내리,127.74055555555556,35.06666666666667,[],경상남도,하동군
40094100,환경부,하동군(횡천초교),경상남도 하동군,횡천면 횡천리 횡천초등학교,127.80833333333334,35.11083333333333,[],경상남도,하동군
40094110,환경부,곡성군(예성교),전라남도 곡성군,오곡면 압록리,127.37416666666665,35.198611111111106,[],전라남도,곡성군
